location,name,category,price,cost,utility,quantity,total,total_utility,Year,Month,Day_name,Day,Hour,sale_timestamp
University District,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,January,Monday,15,20,2024-01-15 20:42:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,March,Wednesday,6,21,2024-03-06 21:00:00
Mall,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,April,Sunday,21,13,2024-04-21 13:28:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,January,Wednesday,17,1,2024-01-17 01:34:00
Downtown,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Monday,22,4,2024-01-22 04:25:00
Downtown,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,March,Thursday,21,0,2024-03-21 00:50:00
Mall,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Monday,1,21,2024-01-01 21:08:00
University District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,February,Monday,19,8,2024-02-19 08:57:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,February,Thursday,8,7,2024-02-08 07:57:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,April,Monday,8,20,2024-04-08 20:23:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Tuesday,12,11,2024-03-12 11:58:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Friday,22,20,2024-03-22 20:19:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Saturday,6,5,2024-01-06 05:12:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Wednesday,14,10,2024-02-14 10:08:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,3,17.7,8.46,2024,March,Monday,25,9,2024-03-25 09:34:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,February,Monday,12,4,2024-02-12 04:37:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,April,Monday,15,21,2024-04-15 21:34:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Friday,15,19,2024-03-15 19:53:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,March,Sunday,31,11,2024-03-31 11:22:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Thursday,7,22,2024-03-07 22:21:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Tuesday,9,21,2024-04-09 21:16:00
Suburbs,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,April,Monday,15,17,2024-04-15 17:16:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,March,Saturday,16,15,2024-03-16 15:15:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Friday,16,7,2024-02-16 07:19:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Sunday,21,7,2024-04-21 07:25:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Tuesday,20,3,2024-02-20 03:59:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Wednesday,6,13,2024-03-06 13:06:00
Suburbs,Salad,Food,3.37,1.76,1.61,4,13.48,6.44,2024,April,Monday,8,12,2024-04-08 12:38:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Friday,5,22,2024-04-05 22:46:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Friday,12,5,2024-01-12 05:18:00
University District,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Wednesday,20,12,2024-03-20 12:43:00
Mall,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,January,Friday,19,21,2024-01-19 21:29:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Wednesday,10,13,2024-01-10 13:23:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Friday,26,4,2024-04-26 04:48:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Tuesday,30,5,2024-01-30 05:45:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Sunday,10,17,2024-03-10 17:28:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,4,8.36,4.0,2024,February,Thursday,29,13,2024-02-29 13:36:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Tuesday,12,19,2024-03-12 19:43:00
University District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Wednesday,10,9,2024-04-10 09:42:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,March,Saturday,23,11,2024-03-23 11:07:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Friday,16,18,2024-02-16 18:24:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Tuesday,16,4,2024-04-16 04:56:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Thursday,15,19,2024-02-15 19:05:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,April,Monday,1,11,2024-04-01 11:17:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Monday,12,13,2024-02-12 13:04:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,February,Tuesday,27,23,2024-02-27 23:11:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,4,23.6,11.28,2024,April,Wednesday,10,16,2024-04-10 16:38:00
Suburbs,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Sunday,24,8,2024-03-24 08:50:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,April,Monday,1,19,2024-04-01 19:05:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,February,Sunday,4,4,2024-02-04 04:13:00
University District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Thursday,18,22,2024-04-18 22:43:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Thursday,4,5,2024-04-04 05:04:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Tuesday,19,6,2024-03-19 06:15:00
Downtown,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Thursday,18,1,2024-01-18 01:12:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Monday,12,23,2024-02-12 23:38:00
Mall,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,February,Tuesday,6,4,2024-02-06 04:38:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,January,Sunday,14,17,2024-01-14 17:04:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,January,Tuesday,16,7,2024-01-16 07:26:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,February,Monday,26,12,2024-02-26 12:05:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Friday,15,22,2024-03-15 22:28:00
Financial District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,February,Thursday,15,2,2024-02-15 02:12:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Thursday,28,19,2024-03-28 19:44:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Saturday,16,3,2024-03-16 03:49:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,January,Wednesday,17,0,2024-01-17 00:44:00
Mall,Muffin,Bakery,5.75,3.0,2.75,4,23.0,11.0,2024,January,Friday,26,6,2024-01-26 06:38:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Friday,8,12,2024-03-08 12:19:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Tuesday,23,13,2024-04-23 13:49:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Thursday,4,15,2024-04-04 15:12:00
Suburbs,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,March,Saturday,16,16,2024-03-16 16:27:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Tuesday,2,9,2024-01-02 09:59:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,March,Sunday,3,1,2024-03-03 01:34:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Sunday,10,4,2024-03-10 04:11:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Friday,5,15,2024-04-05 15:06:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Thursday,15,1,2024-02-15 01:39:00
University District,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,January,Tuesday,2,4,2024-01-02 04:44:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,March,Friday,1,19,2024-03-01 19:50:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,April,Tuesday,2,17,2024-04-02 17:27:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,March,Tuesday,19,10,2024-03-19 10:46:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Tuesday,20,10,2024-02-20 10:28:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Friday,19,12,2024-04-19 12:04:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,January,Monday,29,2,2024-01-29 02:16:00
Downtown,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,January,Tuesday,30,16,2024-01-30 16:53:00
University District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Wednesday,3,3,2024-04-03 03:33:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Tuesday,23,5,2024-04-23 05:53:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Monday,8,8,2024-01-08 08:26:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Wednesday,6,14,2024-03-06 14:39:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,4,21.16,10.12,2024,February,Thursday,22,2,2024-02-22 02:12:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Sunday,3,20,2024-03-03 20:27:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,April,Wednesday,3,15,2024-04-03 15:15:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Thursday,1,9,2024-02-01 09:29:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Wednesday,17,17,2024-04-17 17:50:00
University District,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,February,Saturday,10,13,2024-02-10 13:54:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Thursday,25,18,2024-01-25 18:16:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Wednesday,3,19,2024-04-03 19:18:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Saturday,13,3,2024-01-13 03:10:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,6,17.76,8.46,2024,February,Tuesday,20,0,2024-02-20 00:35:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,5,25.95,12.4,2024,March,Sunday,10,4,2024-03-10 04:08:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Friday,23,8,2024-02-23 08:40:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Thursday,7,12,2024-03-07 12:11:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,April,Tuesday,16,22,2024-04-16 22:06:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Saturday,13,2,2024-04-13 02:30:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,February,Thursday,1,11,2024-02-01 11:32:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Sunday,24,16,2024-03-24 16:56:00
Suburbs,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,February,Friday,23,20,2024-02-23 20:13:00
University District,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,April,Monday,22,9,2024-04-22 09:32:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,April,Friday,19,10,2024-04-19 10:18:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Sunday,31,9,2024-03-31 09:54:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Saturday,16,10,2024-03-16 10:18:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Tuesday,12,19,2024-03-12 19:44:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,March,Thursday,7,9,2024-03-07 09:16:00
University District,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Monday,5,10,2024-02-05 10:20:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,April,Wednesday,10,17,2024-04-10 17:37:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,March,Tuesday,12,2,2024-03-12 02:56:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Tuesday,26,3,2024-03-26 03:30:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Tuesday,2,0,2024-04-02 00:54:00
University District,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,January,Wednesday,17,17,2024-01-17 17:22:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,6,16.2,7.74,2024,April,Tuesday,2,7,2024-04-02 07:37:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Friday,26,12,2024-01-26 12:57:00
University District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,April,Monday,8,21,2024-04-08 21:14:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Saturday,20,7,2024-04-20 07:14:00
Mall,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,January,Thursday,11,2,2024-01-11 02:18:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Friday,9,16,2024-02-09 16:05:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Sunday,3,21,2024-03-03 21:43:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Wednesday,3,5,2024-04-03 05:29:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Saturday,20,2,2024-01-20 02:22:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Sunday,31,6,2024-03-31 06:28:00
Mall,Smoothie,Food,3.94,2.06,1.88,7,27.58,13.16,2024,January,Sunday,14,8,2024-01-14 08:49:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,January,Wednesday,3,5,2024-01-03 05:17:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Thursday,25,11,2024-01-25 11:09:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Wednesday,17,18,2024-01-17 18:46:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,4,21.16,10.12,2024,April,Sunday,7,1,2024-04-07 01:24:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Thursday,14,19,2024-03-14 19:38:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Tuesday,2,5,2024-01-02 05:35:00
Downtown,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,January,Tuesday,23,16,2024-01-23 16:16:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Monday,1,10,2024-01-01 10:06:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Friday,9,18,2024-02-09 18:41:00
Suburbs,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Saturday,6,2,2024-01-06 02:55:00
Suburbs,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Sunday,31,18,2024-03-31 18:28:00
Downtown,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,March,Friday,29,10,2024-03-29 10:05:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,4,25.12,12.0,2024,January,Monday,1,13,2024-01-01 13:39:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,February,Friday,23,11,2024-02-23 11:12:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Monday,22,19,2024-04-22 19:25:00
University District,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Monday,1,13,2024-04-01 13:35:00
Mall,Espresso,Coffee,3.69,1.93,1.76,4,14.76,7.04,2024,January,Saturday,6,6,2024-01-06 06:00:00
University District,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,January,Sunday,21,6,2024-01-21 06:08:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Wednesday,17,20,2024-04-17 20:56:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,March,Thursday,28,22,2024-03-28 22:25:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,10,1,2024-03-10 01:16:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Saturday,24,13,2024-02-24 13:58:00
University District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,February,Thursday,22,17,2024-02-22 17:24:00
Suburbs,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,April,Saturday,20,11,2024-04-20 11:48:00
University District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,January,Thursday,4,16,2024-01-04 16:38:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Wednesday,7,23,2024-02-07 23:54:00
Suburbs,Tea,Drink,3.31,1.73,1.58,3,9.93,4.74,2024,January,Monday,22,5,2024-01-22 05:04:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Monday,15,11,2024-01-15 11:03:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Wednesday,13,14,2024-03-13 14:35:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,January,Friday,12,18,2024-01-12 18:58:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Saturday,20,18,2024-04-20 18:52:00
Mall,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,April,Wednesday,3,7,2024-04-03 07:56:00
Mall,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,March,Tuesday,26,0,2024-03-26 00:18:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,April,Wednesday,3,1,2024-04-03 01:26:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,January,Thursday,4,11,2024-01-04 11:53:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,March,Wednesday,13,23,2024-03-13 23:07:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,April,Friday,5,5,2024-04-05 05:58:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Friday,26,18,2024-04-26 18:53:00
Mall,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Sunday,14,2,2024-01-14 02:54:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,January,Thursday,4,6,2024-01-04 06:07:00
University District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,April,Wednesday,3,0,2024-04-03 00:39:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,April,Wednesday,3,3,2024-04-03 03:15:00
Mall,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Saturday,13,12,2024-04-13 12:47:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Saturday,13,8,2024-01-13 08:29:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Friday,9,10,2024-02-09 10:24:00
Financial District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Friday,5,5,2024-01-05 05:55:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Sunday,21,0,2024-01-21 00:21:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Tuesday,16,21,2024-01-16 21:19:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Friday,22,8,2024-03-22 08:57:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,5,11.3,5.4,2024,February,Sunday,4,3,2024-02-04 03:17:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Tuesday,23,17,2024-04-23 17:49:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Sunday,11,20,2024-02-11 20:22:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Monday,29,10,2024-01-29 10:51:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Monday,11,5,2024-03-11 05:46:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Monday,25,9,2024-03-25 09:35:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,March,Tuesday,5,3,2024-03-05 03:44:00
University District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Thursday,18,4,2024-04-18 04:54:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Tuesday,19,2,2024-03-19 02:13:00
Suburbs,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Sunday,10,15,2024-03-10 15:17:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,January,Friday,19,10,2024-01-19 10:00:00
Financial District,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,January,Thursday,11,7,2024-01-11 07:13:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,February,Monday,12,16,2024-02-12 16:35:00
Suburbs,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Saturday,6,15,2024-01-06 15:43:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,March,Sunday,3,3,2024-03-03 03:12:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Monday,11,22,2024-03-11 22:12:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Friday,1,10,2024-03-01 10:05:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Saturday,3,16,2024-02-03 16:58:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Wednesday,14,7,2024-02-14 07:15:00
University District,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,March,Tuesday,12,13,2024-03-12 13:21:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,February,Tuesday,27,1,2024-02-27 01:19:00
Mall,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,March,Tuesday,26,23,2024-03-26 23:16:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Friday,23,14,2024-02-23 14:06:00
Mall,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,April,Friday,12,23,2024-04-12 23:51:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Friday,19,22,2024-04-19 22:32:00
Downtown,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Monday,11,12,2024-03-11 12:22:00
University District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Monday,1,9,2024-01-01 09:13:00
Downtown,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Thursday,18,1,2024-04-18 01:10:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Saturday,16,6,2024-03-16 06:21:00
Financial District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Wednesday,10,10,2024-01-10 10:52:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,February,Friday,23,5,2024-02-23 05:53:00
Financial District,Wrap,Food,4.36,2.28,2.08,4,17.44,8.32,2024,February,Wednesday,14,18,2024-02-14 18:19:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,January,Thursday,18,22,2024-01-18 22:04:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Monday,29,13,2024-01-29 13:54:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Sunday,28,20,2024-04-28 20:58:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Sunday,17,12,2024-03-17 12:23:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Sunday,7,16,2024-04-07 16:49:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Thursday,11,17,2024-04-11 17:10:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,4,25.44,12.16,2024,January,Tuesday,2,20,2024-01-02 20:53:00
Mall,Brownie,Bakery,2.96,1.55,1.41,4,11.84,5.64,2024,January,Monday,22,12,2024-01-22 12:11:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,3,8.88,4.23,2024,March,Thursday,28,22,2024-03-28 22:33:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Sunday,25,14,2024-02-25 14:38:00
